data_type,framework,prompt,attempt_count,validation_count,validation_rate,validation_rate_pct,performance_attempt_count,median_speedup,geometric_mean_speedup,speedup_q1,speedup_q3,speedup_iqr,speedup_at_5,contributing_benchmark_count,benchmark_count,baseline_framework
DOUBLE,c,AllHints,130,111,0.8538461538461538,85.38461538461539,111,1.1269240532619482,1.5550426535896096,0.7002054876525081,2.4160140770189846,1.7158085893664765,2.212072273863842,25,26,polly
DOUBLE,c,ChooseHints,130,113,0.8692307692307693,86.92307692307692,113,1.1216052422861724,1.2676433395754263,0.5594449110113916,2.3144205585665016,1.75497564755511,2.028633957873222,26,26,c|polly
DOUBLE,c,FromPlan,130,118,0.9076923076923077,90.76923076923077,118,0.8642434951026381,0.5427020785323811,0.20650620156583038,1.8186407858178946,1.6121345842520642,1.0780889253653616,25,26,polly
DOUBLE,c,Naive,130,118,0.9076923076923077,90.76923076923077,118,0.6449078960652342,0.42661555908955867,0.14169655442948859,1.1660386608335658,1.0243421064040772,0.6867474054160772,26,26,c|polly
DOUBLE,exo,AllHints,130,89,0.6846153846153846,68.46153846153847,89,0.8964011126477684,0.9311377888973936,0.39229380836537703,1.5377076604415107,1.1454138520761337,1.473294572744009,25,26,polly
DOUBLE,exo,ChooseHints,130,87,0.6692307692307692,66.92307692307692,87,0.7087400411544348,0.9045643410596842,0.3679245374919908,1.4833956429555066,1.1154711054635158,1.3063147497987715,25,26,polly
DOUBLE,exo,FromPlan,130,56,0.4307692307692308,43.07692307692308,56,0.37328175812673736,0.3311869129847176,0.12071210177308664,1.023217475094302,0.9025053733212153,0.5204626080940165,24,26,polly
DOUBLE,exo,Naive,130,81,0.6230769230769231,62.30769230769231,81,0.5730064698066906,0.47384642100600455,0.2385029978976198,1.1148666874157072,0.8763636895180873,1.0709320987862156,25,26,polly
DOUBLE,halide,AllHints,130,33,0.25384615384615383,25.384615384615383,33,0.6662519550124614,0.6923958622931418,0.36710764120603595,1.4172152893780092,1.0501076481719733,0.7360228431111226,15,26,polly
DOUBLE,halide,ChooseHints,130,34,0.26153846153846155,26.153846153846157,34,0.5853471895108897,0.6883456864145318,0.23954768488614134,1.742506906388819,1.5029592215026777,0.9337018767618999,17,26,polly
DOUBLE,halide,FromPlan,130,28,0.2153846153846154,21.53846153846154,28,0.8359192210698237,0.9554066114127785,0.2845733668487912,1.7442908983483565,1.4597175314995652,0.8469254409474479,15,26,polly
DOUBLE,halide,Naive,130,42,0.3230769230769231,32.30769230769231,42,0.6852826782584107,0.900985576913385,0.4007697242946955,1.3792263197836405,0.978456595488945,1.0961235415418362,19,26,polly
DOUBLE,noarr,AllHints,130,110,0.8461538461538461,84.61538461538461,110,0.5842804347468815,0.44540517975962135,0.12114598909112077,1.5440417493001937,1.4228957602090728,0.8366753727430635,23,26,polly
DOUBLE,noarr,ChooseHints,130,108,0.8307692307692308,83.07692307692308,108,0.5200458773024212,0.3425452349842658,0.11741588618859214,1.1864245215258467,1.0690086353372545,0.4780261830672326,23,26,polly
DOUBLE,noarr,FromPlan,130,98,0.7538461538461538,75.38461538461539,98,0.5128686316134637,0.32830193275087927,0.13329324090534542,1.1834373972864756,1.0501441563811302,0.412791875961316,23,26,polly
DOUBLE,noarr,Naive,130,107,0.823076923076923,82.3076923076923,107,0.5000666829696994,0.2906989121727691,0.09637727269810388,0.9984064819325518,0.9020292092344478,0.4217737923404998,23,26,polly
