,correlation,covariance,gemm,gemver,gesummv,symm,syr2k,syrk,trmm,2mm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,floyd-warshall,nussinov,adi,fdtd-2d,heat-3d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,16.10898827616153,22.417274939172746,17.977508650519034,2.914804469273744,3.837078651685394,27.230700179533205,24.387695312500007,17.459999999999997,7.407009021512839,54.204081632653065,52.69130434782608,1.7975352112676057,3.2430426716141003,81.02005730659025,3.094000000000001,1.0708970022162603,0.9500959692898272,,1.4532181168057208,1.4556559737809118,1.0256410256410255,19.0286717378584,19.85362188157499,9.987296127815377,4.050273186488437,0.8953689005452414,1.8517528528837257,0.16939252336448596,3.573742246726395,1.3557433241686607,5.3309280499458644,11.0
C: ChooseHints,14.905182804339091,15.13511293634497,18.655296229802516,2.178496868475992,3.858757062146893,3.0536541171733447,23.515065913371004,16.655007949125594,13.267246737103791,78.50246305418716,53.80244173140955,1.7975352112676057,3.1438848920863305,85.68484848484847,2.704545454545455,1.0749344323716747,0.9705882352941175,3.6833225644339147,1.455477892091416,1.4143360298493062,1.0256410256410258,3.8535371489512973,19.52266950404918,10.132316524088248,3.4915279341193197,0.9174681753889675,1.0238162905701131,0.030008278145695372,2.000964692263168,1.8669326942444044,4.2490660318615125,6.0
C: FromPlan,3.4629888920003737,3.3817214167737206,6.40628853267571,1.8022452504317792,3.8806818181818183,4.395102868733701,23.36108512628625,1.6915872759567252,5.383858764186633,4.423901728086612,13.459947244203804,1.618066561014263,3.4960000000000004,5.248932615555968,2.3546423135464236,3.635384493545577,0.9860557768924303,,3.0994079673545842,1.396835985895359,2.3529411764705883,1.2862397658505715,5.328401794069247,4.03575511668049,2.388364859525233,1.006790578557293,0.9212592384216044,0.029346286176887264,1.5023902651021297,1.8964840332944874,2.5083423651776187,6.0
C: Naive,3.6127178887915083,3.4866603595080417,1.0045436968290797,1.8452696728558802,3.5947368421052635,4.016284919899378,1.0437163037572617,11.21627408993576,5.5160206718346245,4.697074644462457,4.028922872340426,1.0386571719226858,2.49358059914408,5.256739170849601,2.206847360912982,1.080373743792511,0.9782608695652174,4.143514779518656,1.4568050686245224,1.358198582217486,1.0695187165775402,1.3508349256459253,2.1584254829686564,2.005156820814399,4.61680376028202,1.1893651157460463,0.9985032429735572,1.0583941605839415,1.0375496048287591,1.270570682729328,2.1070299620468655,3.0
Exo: AllHints,13.263854129424386,1.8242748242748241,16.705787781350484,3.055636896046853,3.7322404371584703,1.8464300931280053,20.48646431501231,16.761599999999994,1.9063225575995713,67.1696522655427,25.723534093924115,1.374158815612382,2.066193853427896,12.467372134038799,3.0573122529644277,1.055531283772908,0.9183673469387755,,0.9817139709076269,0.982866722548198,1.0666666666666667,3.195754716981132,6.579508327356763,4.567459914755429,3.4717820324005886,0.5755801055947469,0.5696034406425906,0.00944440825897219,1.5178554005268807,0.9997076955782311,2.636914001499042,1.0
Exo: ChooseHints,12.967144355120588,14.212880833011956,17.493265993265997,3.037845705967977,3.7322404371584703,1.137249756317013,23.64867424242424,16.420062695924763,4.222112341772152,47.14792899408285,51.027368421052635,1.6737704918032787,2.049237983587339,6.185954933274995,2.463375796178344,1.0655771953852224,0.94106463878327,,1.2816991023140656,1.2977687267575706,1.0723860589812333,3.099504384292795,5.479939603106127,4.70546262415055,3.5188905972444067,0.5048252782317691,0.5654016385723704,0.009411917434765679,1.5426149040606871,0.8819870037455249,2.8515848044349106,0.0
Exo: FromPlan,3.2347196791350594,3.2785339382617202,2.3282545373067447,0.8995689655172415,3.557291666666667,0.7950465207705412,2.1619773179811275,1.632538569424965,3.2675646716669213,3.637940874329414,49.66803278688526,0.934981684981685,1.7928205128205128,4.192142327650112,1.5454545454545459,1.062740195397509,0.8549222797927459,,1.1232287234687321,0.016649088400786737,1.0204081632653064,1.0945072697899838,5.657644539614562,4.568387129516849,3.272310831632865,0.6554171824083664,,0.009179539123828816,,1.1290617000617882,1.429541323333394,0.0
Exo: Naive,10.374440715883665,26.418637992831545,9.244661921708188,2.570197044334976,3.837078651685394,2.2110058309037903,22.620471014492757,16.420062695924763,6.023419864559819,46.359272727272725,36.77996965098635,1.0602284527518173,2.063754427390791,3.461378381686865,2.4712460063897765,1.060579455662862,0.8983666061705987,,1.399235926552307,1.3750175899432433,1.0309278350515465,1.0429093707908408,4.404884164477107,0.9981094626660456,3.5448721804511276,0.7057063591361584,0.5738590203106332,0.009425377015080606,0.7491512364258025,0.8713892344311812,2.4880486196723535,1.0
Halide: AllHints,0.6617258847031964,,,,,,,1.4313430796556905,,,,,0.20351612527651652,,0.6242937853107345,0.026322398925635097,,,,0.26391335532061116,,0.6921652512610946,,1.7141238526869027,,0.028915668021473332,0.6017539463793535,,,,0.33396432028519163,0.0
Halide: ChooseHints,,3.5317680881648297,,,,,,,,,,,,,0.09012000466037516,1.1233359436178545,,,0.2868823529411764,0.17208404022377854,0.1900237529691211,0.611462093862816,0.12396501886697554,0.5206789641429653,1.0625109864106552,0.01679719136148144,0.9183470568740918,0.0019931545450796563,,,0.22730560939277877,0.0
Halide: FromPlan,,,0.981579444549405,,,12.478403948992183,1.8786579402693149,3.016412323639505,,,,,0.125782542994891,,0.17421171171171174,,0.11327231121281464,,0.18413538062885382,,0.21231422505307856,0.8945616592853411,0.20771187693197862,,1.0450267536140652,0.01539677585128516,0.9569144132178717,0.03640472006025608,,,0.3888075491833824,0.0
Halide: Naive,,2.6779537857869498,,,0.32095864661654144,,,,,,,0.08265867875647669,,,0.5158386128709571,1.1290552672356544,,,,0.2714049841833192,0.2777777777777778,0.8794893985287755,0.12320852127763951,,1.4266762692682453,0.03128398664046205,0.6066893462225066,,,,0.38030396472734673,0.0
Noarr: AllHints,1.2173185457409108,4.48181928736471,1.0072702597906167,1.7596964586846549,2.8340248962655603,3.7473749227918463,1.4581922223519796,1.3800553286786983,6.901713546718395,6.962752594210815,11.203143055234571,1.1420581655480986,2.296977660972405,5.754171754171755,2.059920106524634,,1.5916398713826367,,1.5174734704572248,1.0381169360074607,1.1594202898550723,5.427236315086783,2.8239121698460066,,3.0313247434611523,0.9879674053765899,0.5478935361216729,1.2719298245614035,0.7637903522769117,1.3550682876599132,2.068446018846839,2.0
Noarr: ChooseHints,2.6745728498305814,4.515868153412572,1.0109943568787703,1.7319502074688802,2.2320261437908497,3.494010596636719,1.459897112124401,1.3292729349067374,4.611579174767767,4.807965002262785,4.821323785369737,1.1420581655480986,2.2352941176470584,5.745986588091852,2.0544488711819393,,0.9763313609467457,,1.1077598058554194,1.0345995929459653,1.1363636363636365,2.480170835875534,2.1101576875894503,,3.0812485295270955,0.6742723492723494,1.1827822832189645,0.614406779661017,1.1932118887823586,1.355332477187093,1.8516539218454824,0.0
Noarr: FromPlan,1.2592152603353473,4.641561712846347,1.0289137538370137,1.764158918005072,2.483636363636364,3.0941452468380253,2.7640287769784178,1.3280933062880327,4.141028128031038,1.6802593773888288,4.819166915200319,0.915695067264574,1.9796149490373725,5.776506639427988,1.8135990621336464,,0.9959758551307846,,1.6887426873940696,1.043314232836246,1.13314447592068,2.496545370796868,2.125530956365041,,3.0382791153271134,0.9209853755501918,1.1634531537641701,1.228813559322034,0.9708553062689175,1.3541014289313604,1.8203707459349336,0.0
Noarr: Naive,2.7785350509287,4.768275326691681,1.0116833803913934,1.8069264069264075,2.616858237547893,3.103324808184143,2.732275711159738,1.2191318515070406,4.578936078936079,4.814865171085429,4.9196732125640645,1.2111506524317912,2.448179271708683,5.764729867482162,2.0275229357798166,,1.0164271047227926,,1.5171256426209108,1.037761676618442,1.1661807580174928,2.71135567783892,2.0785632918164025,,0.9320496599715326,1.0288682686969628,1.1288189765926113,0.7435897435897436,1.0120023419203747,1.3551888831441814,1.888678164046184,0.0
geom_mean,4.210441133876066,5.698356615450513,3.5481402533545197,2.0120865027466768,2.7515483374493828,3.4121839686357442,5.8782980670430796,4.19461192961547,5.055933351779404,12.366303704578726,16.704525684382194,1.0306366853877702,1.6239205832026657,8.866356786784491,1.3321804129891692,0.8604227469328604,0.8409579497994736,3.9066483695703256,1.1097477134545581,0.6519747662732531,0.8309299463415957,1.9499932297138731,2.3350527168642827,3.0584826421614695,2.4990282416013385,0.3297306134139003,0.850421140229285,0.06962537397990787,1.2972442972133573,1.2713489677556737,1.4695794750209172,
