data_type,framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
DOUBLE,exo,Naive,4,26,5,130,120,0.9230769230769231,0.47837073523579177,0.9518176835951773,0.5996376811594203,1.038726076555024,120,1.1345214571457052,13.452145714570518,c,130,81,49,44,0,5,0,0
DOUBLE,exo,Naive,5,26,1,26,25,0.9615384615384616,0.5256271626150782,1.0,0.6324786324786325,1.3461538461538458,25,1.1675569881512204,16.755698815122045,c,130,81,49,44,0,5,0,0
DOUBLE,halide,AllHints,1,26,5,130,15,0.11538461538461539,0.019577648718454757,0.019860973187686193,0.00997428687479884,0.03487325278370055,15,1.0,0.0,c,130,15,115,47,65,3,0,0
DOUBLE,halide,AllHints,2,26,10,260,54,0.2076923076923077,0.022197533468351252,0.022179137166237664,0.009165264482911486,0.03492063492063492,54,1.0,0.0,c,130,15,115,47,65,3,0,0
DOUBLE,halide,AllHints,3,26,10,260,73,0.28076923076923077,0.025685387977354625,0.024497301144789138,0.011592331658573549,0.03492063492063492,73,1.0,0.0,c,130,15,115,47,65,3,0,0
DOUBLE,halide,AllHints,4,26,5,130,44,0.3384615384615385,0.03035549547757233,0.03172866520787746,0.012580754845290717,0.08722358722358722,44,1.0,0.0,c,130,15,115,47,65,3,0,0
DOUBLE,halide,AllHints,5,26,1,26,10,0.38461538461538464,0.036604979862327636,0.033277267927321816,0.014400809430889587,0.07414784914784915,10,1.0,0.0,c,130,15,115,47,65,3,0,0
DOUBLE,halide,ChooseHints,1,26,5,130,19,0.14615384615384616,0.036128350510958175,0.033468186833394635,0.016433315845535045,0.13024477126778808,19,1.0,0.0,c,130,19,111,44,64,3,0,0
DOUBLE,halide,ChooseHints,2,26,10,260,61,0.23461538461538461,0.04499663814070306,0.03705211726384366,0.01915708812260536,0.15393216548639582,61,1.0,0.0,c,130,19,111,44,64,3,0,0
DOUBLE,halide,ChooseHints,3,26,10,260,78,0.3,0.04872553970091246,0.03705211726384366,0.01915708812260536,0.20535714285714288,78,1.0,0.0,c,130,19,111,44,64,3,0,0
DOUBLE,halide,ChooseHints,4,26,5,130,47,0.36153846153846153,0.04645948350609721,0.03705211726384366,0.015446104832467812,0.20535714285714288,47,1.0,0.0,c,130,19,111,44,64,3,0,0
DOUBLE,halide,ChooseHints,5,26,1,26,11,0.4230769230769231,0.04285795564986514,0.03705211726384366,0.015446104832467812,0.15595725995316162,11,1.0,0.0,c,130,19,111,44,64,3,0,0
DOUBLE,halide,FromPlan,1,26,5,130,17,0.13076923076923078,0.033023340375277634,0.023850085178875637,0.009865470852017937,0.13333333333333333,17,1.0012639504733452,0.12639504733451545,c,130,17,113,40,72,1,0,0
DOUBLE,halide,FromPlan,2,26,10,260,62,0.23846153846153847,0.032882092336890247,0.022679001464408273,0.009865470852017937,0.13333333333333333,62,1.0025294985174893,0.25294985174892926,c,130,17,113,40,72,1,0,0
DOUBLE,halide,FromPlan,3,26,10,260,85,0.3269230769230769,0.03264871387213213,0.021507917749940913,0.009865470852017937,0.13333333333333333,85,1.003796646151683,0.37966461516829586,c,130,17,113,40,72,1,0,0
DOUBLE,halide,FromPlan,4,26,5,130,52,0.4,0.032305826603971424,0.021507917749940913,0.008915716953986567,0.1695364238410596,52,1.0050653953977284,0.5065395397728434,c,130,17,113,40,72,1,0,0
DOUBLE,halide,FromPlan,5,26,1,26,12,0.46153846153846156,0.031839021429183934,0.02044388135559061,0.008915716953986567,0.16999999999999998,12,1.0063357482799842,0.6335748279984177,c,130,17,113,40,72,1,0,0
DOUBLE,halide,Naive,1,26,5,130,15,0.11538461538461539,0.03667716530803855,0.025596471295863128,0.013976407478272921,0.41226501523987386,15,1.0001690828061078,0.01690828061078342,c,130,15,115,36,72,7,0,0
DOUBLE,halide,Naive,2,26,10,260,55,0.21153846153846154,0.03946696915635288,0.025596471295863128,0.013976407478272921,0.7676579925650557,55,1.000338194201211,0.03381942012110617,c,130,15,115,36,72,7,0,0
DOUBLE,halide,Naive,3,26,10,260,75,0.28846153846153844,0.043096241138524886,0.032051282051282055,0.014512649539125318,0.7676579925650557,75,1.0005073341901436,0.05073341901435935,c,130,15,115,36,72,7,0,0
DOUBLE,halide,Naive,4,26,5,130,45,0.34615384615384615,0.047988275760811994,0.032051282051282055,0.014512649539125318,0.7676579925650557,45,1.00067650277774,0.06765027777400068,c,130,15,115,36,72,7,0,0
DOUBLE,halide,Naive,5,26,1,26,10,0.38461538461538464,0.05489146696643321,0.032571856316626194,0.01678667939717704,0.5899615039024648,10,1.000845699968836,0.0845699968835989,c,130,15,115,36,72,7,0,0
DOUBLE,noarr,AllHints,1,26,5,130,110,0.8461538461538461,0.38076477448645396,1.146875,0.26480575298626874,1.821078431372549,110,1.3477042133683301,34.77042133683301,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,2,26,10,260,228,0.8769230769230769,0.8031348107940659,1.5555555555555556,1.0322420634920635,2.270833333333333,228,1.5072636962824189,50.72636962824188,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,3,26,10,260,230,0.8846153846153846,1.1576600310756642,1.6666666666666665,1.1153846153846154,2.3333333333333335,230,1.597777601906496,59.7777601906496,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,4,26,5,130,115,0.8846153846153846,1.3924624637456795,1.6666666666666665,1.158125,2.6,115,1.6524186294963326,65.24186294963326,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,5,26,1,26,23,0.8846153846153846,1.513460447935303,1.7843137254901962,1.161967213114754,2.7,23,1.6885565942829694,68.85565942829695,c,130,110,20,13,0,7,0,0
