data_type,framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
DOUBLE,c,FromPlan,1,26,5,130,118,0.9076923076923077,2.200587312293607,2.1061122382699993,1.284955483779996,3.434791056667215,118,2.238510254134426,123.85102541344261,c,130,118,12,7,0,5,0,0
DOUBLE,c,FromPlan,2,26,10,260,250,0.9615384615384616,2.7662221559532862,2.317489264074357,1.5269244192945388,5.058920499714929,250,2.8867164052756773,188.67164052756772,c,130,118,12,7,0,5,0,0
DOUBLE,c,FromPlan,3,26,10,260,250,0.9615384615384616,3.329006840062618,2.8318351145375766,1.8945950100586015,5.230076879804987,250,3.3972230503528653,239.72230503528652,c,130,118,12,7,0,5,0,0
DOUBLE,c,FromPlan,4,26,5,130,125,0.9615384615384616,3.814885447048404,2.9807323510075268,1.9870896882157554,5.6483938975866,125,3.8394618719387856,283.9461871938786,c,130,118,12,7,0,5,0,0
DOUBLE,c,FromPlan,5,26,1,26,25,0.9615384615384616,4.241240946027703,3.444831021111051,2.1216661254331113,6.007173058924725,25,4.231811751703848,323.1811751703848,c,130,118,12,7,0,5,0,0
DOUBLE,c,Naive,1,26,5,130,118,0.9076923076923077,1.8214374308822423,1.7468196379451673,1.0171504656868726,2.9184714396008116,118,1.7606709467045316,76.06709467045316,c,130,118,12,7,0,5,0,0
DOUBLE,c,Naive,2,26,10,260,253,0.9730769230769231,2.056535170594061,1.873341073831017,1.0425050505050504,3.431906435177328,253,2.0346249324039243,103.46249324039243,c,130,118,12,7,0,5,0,0
DOUBLE,c,Naive,3,26,10,260,256,0.9846153846153847,2.2749111971088865,2.0313703219490007,1.24981667445417,3.4618876599323665,256,2.249678393328473,124.96783933284732,c,130,118,12,7,0,5,0,0
DOUBLE,c,Naive,4,26,5,130,129,0.9923076923076923,2.4434210772437104,2.362666514495619,1.3049621100004725,3.4632435458666966,129,2.4266867196114537,142.66867196114538,c,130,118,12,7,0,5,0,0
DOUBLE,c,Naive,5,26,1,26,26,1.0,2.5630494752236928,2.3791698485063204,1.589444141804238,3.4652323264980507,26,2.5630494752236928,156.30494752236928,c,130,118,12,7,0,5,0,0
