,correlation,covariance,gemm,gemver,gesummv,symm,syr2k,syrk,trmm,2mm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,floyd-warshall,nussinov,adi,fdtd-2d,heat-3d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,5.056603773584905,3.2586805555555562,1.01628664495114,0.8257261410788381,1.467741935483871,3.2447552447552446,4.875862068965518,2.7796610169491522,4.087591240875912,3.932153392330383,4.4758364312267656,2.150943396226415,0.41884816753926696,8.548245614035084,2.1355932203389827,1.178,1.2666666666666666,,1.4420468557336623,1.36318407960199,1.026315789473684,3.4398907103825143,4.477141680395387,1.780643829962856,1.1479935362240778,0.15943919139224,0.5797157126392624,0.0513595166163142,1.2043343653250775,1.351799706170421,1.5960636656033307,4.0
C: ChooseHints,4.234762979683972,4.354988399071926,0.9629629629629628,0.683848797250859,1.4444444444444444,2.481283422459893,5.01418439716312,2.8771929824561404,4.028776978417266,6.0590909090909095,3.687595712098009,2.0727272727272728,2.5396825396825395,8.120833333333334,1.125,1.1756487025948101,1.2954545454545456,2.1871838111298483,1.419296116504854,1.3864642631246047,1.026315789473684,2.1466325660699064,4.473456790123457,1.7418247880500604,1.0194929442717056,0.16030158990329454,0.3992063492063492,0.008370260955194483,0.3500562429696289,1.8307909136129996,1.4711398998862637,3.0
C: FromPlan,3.1635750421585165,3.1921768707482996,1.1954022988505746,1.700854700854701,1.6851851851851851,3.850622406639004,4.875862068965518,1.7923497267759565,3.971631205673759,4.45819397993311,3.8651685393258433,2.3265306122448983,2.4242424242424234,3.9294354838709675,2.2105263157894735,2.611973392461197,1.3255813953488371,,2.610491071428571,1.3640323584318608,2.052631578947368,1.3581445523193096,3.6417085427135674,2.066331417624521,2.2935162765671246,0.9928934010152287,0.9660691421254801,0.008933263268523381,0.9873096446700508,1.890829694323144,1.823854993385266,7.0
C: Naive,3.174280879864636,3.3577817531305905,1.0434782608695652,1.592,2.219512195121951,3.6250000000000004,1.0995334370139969,2.6031746031746033,3.8356164383561646,4.812274368231047,4.434622467771639,1.0458715596330277,2.5396825396825395,3.945344129554656,2.0999999999999996,1.1983723296032553,1.3255813953488371,2.7713675213675213,1.4192961165048545,1.2699884125144842,1.0833333333333333,1.381239714755897,3.2920956995760142,2.0787761985063837,1.5421490593342984,1.1740696278511407,1.0107166778298726,1.1333333333333333,0.99807568954458,1.2733825394994809,1.8759750636762549,3.0
Exo: AllHints,3.2013651877133107,0.42284298265375087,0.9811320754716979,1.0934065934065935,0.7777777777777778,1.521311475409836,5.2370370370370365,2.582677165354331,0.7810320781032078,3.453367875647668,3.1477124183006544,0.6404494382022473,0.9937888198757762,3.74088291746641,0.8289473684210525,1.1272727272727274,0.9500000000000002,,0.7918077183480027,0.9480968858131489,1.054054054054054,1.6956228956228958,1.4930980015108852,0.6211935785760564,0.7044290199966948,0.0762573099415205,0.18673431506001728,0.0027905449770190406,0.27895302975977054,0.9919148362754345,0.826773478912655,1.0
Exo: ChooseHints,3.87603305785124,4.062770562770564,0.9873417721518988,1.0585106382978724,0.7844827586206896,0.17323128616763114,4.503184713375797,2.0122699386503067,1.6969696969696968,4.3,3.871382636655949,0.9827586206896552,1.8604651162790695,2.706944444444444,1.6799999999999997,1.1176470588235294,0.7037037037037037,,1.1843037974683543,1.1874322860238353,1.0833333333333333,1.438857142857143,1.320437291223808,1.068209952958653,0.6988277727682598,0.06050482553823312,0.18463232595130308,0.0028385373184170986,0.2758865248226951,0.8508842908334295,0.9076575051736352,0.0
Exo: FromPlan,2.8995363214837715,2.9984025559105434,0.46846846846846846,0.8089430894308943,1.5423728813559323,0.5714285714285714,0.6798076923076923,1.0825082508250825,1.6568047337278107,2.8063157894736848,3.687595712098009,1.2127659574468086,0.9039548022598868,3.3316239316239313,0.6300000000000001,1.1571709233791747,0.9500000000000002,,1.038632326820604,0.004003397043111398,1.054054054054054,1.1087626596213123,1.424238453979692,1.089520202020202,1.207336071377992,0.6528704939919895,,0.0028745350016909023,,1.0650108512177476,0.7893961287738711,0.0
Exo: Naive,2.7467057101024888,3.5281954887218046,0.6666666666666666,0.5605633802816902,0.9680851063829787,1.0357142857142858,4.561290322580645,2.6885245901639343,3.2558139534883717,2.6713426853707416,2.9258809234507903,0.5671641791044776,1.568627450980392,2.9133034379671146,1.5949367088607596,1.1316042267050914,1.2391304347826086,,1.2278215223097113,1.2137320044296789,1.0,1.0379225061830173,1.4207946673637433,1.0005797773654916,0.6926389340266494,0.5824895771292438,0.18831898165481092,0.0027946736807496295,0.17306195083972864,0.8246079163554891,0.9719091177432803,0.0
Halide: AllHints,0.37133808392715756,,,,,,,0.0846888716757036,,,,,0.04881025015253203,,0.09859154929577466,0.006543172160968698,,,,0.09074725729662594,,0.4127868852459016,,1.7495944849959448,,0.009789397821909037,0.1828426026899309,,,,0.10150945786338765,0.0
Halide: ChooseHints,,0.5244481698798548,,,,,,,,,,,,,0.022082018927444796,0.858600583090379,,,0.10145744773141321,0.05559359862030485,0.06280193236714975,0.3640306491253435,0.05840414129176282,0.2427080696425055,1.1429145998123074,0.003935724547572771,0.2629836179853608,0.004627109417528581,,,0.09996027959478539,0.0
