framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
exo,FromPlan,1,26,5,130,56,0.4307692307692308,0.6637551490510574,1.0463431904373288,0.6210349554420344,1.570980844448902,56,1.137154900974446,13.715490097444594,c,130,56,74,73,0,1,0,0
exo,FromPlan,2,26,10,260,176,0.676923076923077,0.6610603127813577,1.054054054054054,0.6300000000000001,1.5423728813559323,176,1.2128185098762876,21.281850987628758,c,130,56,74,73,0,1,0,0
exo,FromPlan,3,26,10,260,211,0.8115384615384615,0.6710518778347788,1.054054054054054,0.6396337475474168,1.5342465753424657,211,1.2495768692673253,24.957686926732524,c,130,56,74,73,0,1,0,0
exo,FromPlan,4,26,5,130,115,0.8846153846153846,0.6983738028909044,1.0650108512177476,0.666339093149841,1.3735062663946371,115,1.2695905471797153,26.959054717971533,c,130,56,74,73,0,1,0,0
exo,FromPlan,5,26,1,26,24,0.9230769230769231,0.746632486518972,1.073759551021415,0.7766592401500938,1.2951676884240895,24,1.2869114178814829,28.69114178814829,c,130,56,74,73,0,1,0,0
exo,Naive,1,26,5,130,81,0.6230769230769231,0.6922372480954876,0.9815950920245397,0.5824895771292438,1.4394387001477102,81,1.1755835216745638,17.55835216745638,c,130,81,49,44,0,5,0,0
exo,Naive,2,26,10,260,209,0.8038461538461539,0.8121468847835447,1.032258064516129,0.6774193548387096,1.620034542314335,209,1.2936422448930345,29.364224489303446,c,130,81,49,44,0,5,0,0
exo,Naive,3,26,10,260,228,0.8769230769230769,0.9075683631597535,1.0379225061830173,0.7583333333333333,2.006628056628057,228,1.3680640762521283,36.806407625212834,c,130,81,49,44,0,5,0,0
exo,Naive,4,26,5,130,120,0.9230769230769231,0.9672127399841504,1.1272892439531175,0.8246079163554891,2.6885245901639343,120,1.4179820808863046,41.79820808863046,c,130,81,49,44,0,5,0,0
exo,Naive,5,26,1,26,25,0.9615384615384616,0.9966053425683302,1.1316042267050914,0.8246079163554891,2.6885245901639343,25,1.4593644669385197,45.93644669385198,c,130,81,49,44,0,5,0,0
halide,AllHints,1,26,5,130,25,0.19230769230769232,0.11424768013256364,0.11797226386806597,0.05489267122887056,0.37133808392715756,25,1.0179753238028377,1.7975323802837728,c,130,25,105,47,52,6,0,0
halide,AllHints,2,26,10,260,86,0.33076923076923076,0.12164421700357086,0.12252739501036,0.05489267122887056,0.4127868852459016,86,1.0362737598714924,3.6273759871492395,c,130,25,105,47,52,6,0,0
halide,AllHints,3,26,10,260,111,0.4269230769230769,0.13255409296952167,0.12708252615265403,0.05489267122887056,0.4127868852459016,111,1.0549011162535664,5.490111625356642,c,130,25,105,47,52,6,0,0
halide,AllHints,4,26,5,130,64,0.49230769230769234,0.14856372567191467,0.16717948717948722,0.05489267122887056,0.4358152386541471,64,1.0738633053981994,7.386330539819941,c,130,25,105,47,52,6,0,0
halide,AllHints,5,26,1,26,14,0.5384615384615384,0.17174735174468664,0.16995098634909064,0.06385631774580941,0.4684549372739168,14,1.0931663460327175,9.316634603271744,c,130,25,105,47,52,6,0,0
halide,ChooseHints,1,26,5,130,28,0.2153846153846154,0.12066189264753008,0.12595808166387173,0.059701271717739396,0.3823614777484468,28,1.0139405413633582,1.3940541363358205,c,130,28,102,44,53,5,0,0
halide,ChooseHints,2,26,10,260,92,0.35384615384615387,0.1400422211355628,0.15671285236502627,0.06107049608355091,0.4192601906181119,92,1.0280754214202197,2.807542142021968,c,130,28,102,44,53,5,0,0
halide,ChooseHints,3,26,10,260,118,0.45384615384615384,0.15580129875030763,0.2427080696425055,0.06280193236714975,0.5244481698798548,118,1.0424073493571802,4.240734935718016,c,130,28,102,44,53,5,0,0
halide,ChooseHints,4,26,5,130,70,0.5384615384615384,0.1657314749764545,0.2427080696425055,0.06280193236714975,0.5244481698798548,70,1.0569390721283625,5.693907212836247,c,130,28,102,44,53,5,0,0
halide,ChooseHints,5,26,1,26,16,0.6153846153846154,0.17295242210737144,0.3033693593839245,0.06099984893043852,0.5265163799931287,16,1.0716733749819172,7.167337498191717,c,130,28,102,44,53,5,0,0
halide,FromPlan,1,26,5,130,23,0.17692307692307693,0.10836357281082744,0.09030527525865373,0.03832058222005878,0.28647388827995157,23,1.0074046677137967,0.7404667713796664,c,130,23,107,40,66,1,0,0
halide,FromPlan,2,26,10,260,81,0.31153846153846154,0.10991613034209753,0.09030527525865373,0.034316676700782665,0.3022533022533023,81,1.0134872762111562,1.3487276211156196,c,130,23,107,40,66,1,0,0
halide,FromPlan,3,26,10,260,107,0.4115384615384615,0.1115540900878267,0.09030527525865373,0.034316676700782665,0.37334887334887346,107,1.0182232883888067,1.8223288388806713,c,130,23,107,40,66,1,0,0
halide,FromPlan,4,26,5,130,63,0.4846153846153846,0.11320376154276092,0.09030527525865373,0.034316676700782665,0.44444444444444453,63,1.0215935306927362,2.1593530692736174,c,130,23,107,40,66,1,0,0
