data_type,framework,prompt,attempt_count,validation_count,validation_rate,validation_rate_pct,performance_attempt_count,median_speedup,geometric_mean_speedup,speedup_q1,speedup_q3,speedup_iqr,speedup_at_5,contributing_benchmark_count,benchmark_count,baseline_framework
DOUBLE,c,AllHints,130,111,0.8538461538461538,85.38461538461539,111,4.153242221576041,5.456682801784811,1.727533448540115,18.1156505257704,16.388117077230284,7.466840301809831,25,26,tiramisu
DOUBLE,c,ChooseHints,130,113,0.8692307692307693,86.92307692307692,113,3.2105865016209845,4.293868993440648,1.6532115408629524,9.0653637439308,7.412152203067847,6.529681157041909,26,26,tiramisu
DOUBLE,c,FromPlan,130,118,0.9076923076923077,90.76923076923077,118,1.7974336874818928,1.8871471576315308,1.0495938814663235,3.0119236089692265,1.962329727502903,3.639084460288491,25,26,tiramisu
DOUBLE,c,Naive,130,118,0.9076923076923077,90.76923076923077,118,1.4469151697801195,1.5695147826053426,0.9788168882467351,2.982197482585105,2.00338059433837,2.210473493943661,26,26,tiramisu
DOUBLE,exo,AllHints,130,89,0.6846153846153846,68.46153846153847,89,3.161904540757683,3.3308813090073937,1.021130879160867,16.974337315879115,15.953206436718247,4.973099397420407,25,26,tiramisu
DOUBLE,exo,ChooseHints,130,87,0.6692307692307692,66.92307692307692,87,2.9864109250248663,3.4154088483493545,1.0340137187700997,16.20068593720421,15.16667221843411,4.409459734156263,25,26,tiramisu
DOUBLE,exo,FromPlan,130,56,0.4307692307692308,43.07692307692308,56,1.0984698621204827,1.4381606490487069,0.691042917287643,2.8494481650930226,2.1584052478053795,1.8786937199115985,24,26,tiramisu
DOUBLE,exo,Naive,130,81,0.6230769230769231,62.30769230769231,81,1.7027943101094185,2.31387158079486,0.8208506650628661,4.331970668236117,3.511120003173251,3.6149266234195863,25,26,tiramisu
DOUBLE,halide,AllHints,130,33,0.25384615384615383,25.384615384615383,33,1.516255613031788,2.9868724358850476,0.4765627339982629,21.432221466354715,20.95565873235645,2.9331952625495985,15,26,tiramisu
DOUBLE,halide,ChooseHints,130,34,0.26153846153846155,26.153846153846157,34,1.0769075836641024,2.3088486851690684,0.6317658031244148,13.793390093882916,13.161624290758501,3.370342042346333,17,26,tiramisu
DOUBLE,halide,FromPlan,130,28,0.2153846153846154,21.53846153846154,28,1.591212049938902,2.2204117065394122,0.43330403870081935,12.212411746391151,11.779107707690331,2.8744351445297105,15,26,tiramisu
DOUBLE,halide,Naive,130,42,0.3230769230769231,32.30769230769231,42,3.3674990425496643,4.060214771019446,0.9630820573846575,22.450548715230962,21.487466657846305,4.13623439293388,19,26,tiramisu
DOUBLE,noarr,AllHints,130,110,0.8461538461538461,84.61538461538461,110,1.202049618526754,1.7472341249083005,0.8938617375815712,3.009222398109596,2.1153606605280246,3.198889502861738,23,26,tiramisu
DOUBLE,noarr,ChooseHints,130,108,0.8307692307692308,83.07692307692308,108,1.1320453599914135,1.3374137543637203,0.8287312731402016,2.69873677317621,1.8700055000360085,1.8276538176251842,23,26,tiramisu
DOUBLE,noarr,FromPlan,130,98,0.7538461538461538,75.38461538461539,98,1.165934910546658,1.264633964609881,0.832335138747207,2.0203550100313894,1.1880198712841823,1.5782412652472877,23,26,tiramisu
DOUBLE,noarr,Naive,130,107,0.823076923076923,82.3076923076923,107,1.0247253507485403,1.1586000937446101,0.8234075139640599,1.8276893585530947,1.004281844589035,1.6125821326338265,23,26,tiramisu
