framework,version,algorithm,repetition,dataset_size,speedup,optimized_time_s,baseline_time_s,baseline_framework
c,AllHints,2mm,1,MEDIUM,49.2556158017041,0.00043033333333333335,0.021196333333333334,c
c,AllHints,2mm,2,MEDIUM,57.1329739442947,0.000371,0.021196333333333334,c
c,AllHints,2mm,3,MEDIUM,53.43613445378151,0.0003966666666666667,0.021196333333333334,c
c,AllHints,2mm,4,MEDIUM,1.89551971860375,0.011182333333333334,0.021196333333333334,c
c,AllHints,2mm,5,MEDIUM,17.797089280716484,0.001191,0.021196333333333334,c
c,ChooseHints,2mm,1,MEDIUM,79.48625,0.0002666666666666667,0.021196333333333334,c
c,ChooseHints,2mm,2,MEDIUM,49.33204034134988,0.0004296666666666667,0.021196333333333334,c
c,ChooseHints,2mm,3,MEDIUM,46.79102281089036,0.000453,0.021196333333333334,c
c,ChooseHints,2mm,4,MEDIUM,62.83498023715415,0.00033733333333333337,0.021196333333333334,c
c,ChooseHints,2mm,5,MEDIUM,59.651969981238274,0.00035533333333333337,0.021196333333333334,c
c,FromPlan,2mm,1,MEDIUM,4.110206192230625,0.005157,0.021196333333333334,c
c,FromPlan,2mm,2,MEDIUM,4.427894993384863,0.004787,0.021196333333333334,c
c,FromPlan,2mm,3,MEDIUM,3.633449517170447,0.0058336666666666676,0.021196333333333334,c
c,FromPlan,2mm,4,MEDIUM,3.6665513463645274,0.0057810000000000005,0.021196333333333334,c
c,FromPlan,2mm,5,MEDIUM,4.1056947314049586,0.005162666666666667,0.021196333333333334,c
c,Naive,2mm,1,MEDIUM,4.39514791263478,0.004822666666666667,0.021196333333333334,c
c,Naive,2mm,2,MEDIUM,4.709598577988446,0.004500666666666667,0.021196333333333334,c
c,Naive,2mm,3,MEDIUM,4.117125283263192,0.005148333333333334,0.021196333333333334,c
c,Naive,2mm,4,MEDIUM,1.0344384435190006,0.020490666666666667,0.021196333333333334,c
c,Naive,2mm,5,MEDIUM,4.705068442471329,0.0045049999999999995,0.021196333333333334,c
c,standard,2mm,1,MEDIUM,1.0,0.021196333333333334,0.021196333333333334,c
exo,AllHints,2mm,2,MEDIUM,3.8207654869915286,0.005547666666666666,0.021196333333333334,c
exo,AllHints,2mm,3,MEDIUM,37.67120853080569,0.0005626666666666666,0.021196333333333334,c
exo,AllHints,2mm,4,MEDIUM,61.202117420596736,0.0003463333333333333,0.021196333333333334,c
exo,AllHints,2mm,5,MEDIUM,31.24766584766585,0.0006783333333333333,0.021196333333333334,c
exo,ChooseHints,2mm,1,MEDIUM,24.30772171253823,0.0008719999999999999,0.021196333333333334,c
exo,ChooseHints,2mm,2,MEDIUM,7.985558206706016,0.002654333333333333,0.021196333333333334,c
exo,ChooseHints,2mm,3,MEDIUM,38.679440389294406,0.000548,0.021196333333333334,c
exo,ChooseHints,2mm,4,MEDIUM,22.742846924177396,0.000932,0.021196333333333334,c
exo,ChooseHints,2mm,5,MEDIUM,43.19904891304348,0.0004906666666666667,0.021196333333333334,c
exo,FromPlan,2mm,1,MEDIUM,3.555835150701784,0.005961,0.021196333333333334,c
exo,FromPlan,2mm,3,MEDIUM,3.646785570912428,0.005812333333333333,0.021196333333333334,c
exo,Naive,2mm,1,MEDIUM,48.50419527078566,0.00043700000000000005,0.021196333333333334,c
exo,Naive,2mm,2,MEDIUM,24.457307692307694,0.0008666666666666666,0.021196333333333334,c
exo,Naive,2mm,5,MEDIUM,23.798278443113773,0.0008906666666666667,0.021196333333333334,c
exo,standard,2mm,1,MEDIUM,0.9640685880622811,0.021986333333333333,0.021196333333333334,c
exo,standard,2mm,2,MEDIUM,0.963922448422744,0.021989666666666668,0.021196333333333334,c
exo,standard,2mm,3,MEDIUM,0.9644633865194443,0.021977333333333335,0.021196333333333334,c
exo,standard,2mm,4,MEDIUM,0.9638347859037514,0.02199166666666667,0.021196333333333334,c
exo,standard,2mm,5,MEDIUM,0.9631632359400798,0.022007,0.021196333333333334,c
halide,standard,2mm,1,MEDIUM,0.9798600838264301,0.021632,0.021196333333333334,c
halide,standard,2mm,2,MEDIUM,2.0426263210304842,0.010376999999999999,0.021196333333333334,c
halide,standard,2mm,3,MEDIUM,1.0776335412147506,0.019669333333333334,0.021196333333333334,c
halide,standard,2mm,4,MEDIUM,0.008738329700894047,2.4256733333333336,0.021196333333333334,c
halide,standard,2mm,5,MEDIUM,0.008739215989704632,2.4254273333333334,0.021196333333333334,c
noarr,AllHints,2mm,1,MEDIUM,4.783645527721357,0.004431,0.021196333333333334,c
noarr,AllHints,2mm,2,MEDIUM,7.899254658385094,0.002683333333333333,0.021196333333333334,c
noarr,AllHints,2mm,3,MEDIUM,4.428820169940104,0.0047859999999999995,0.021196333333333334,c
noarr,AllHints,2mm,4,MEDIUM,4.796997585998793,0.004418666666666667,0.021196333333333334,c
noarr,AllHints,2mm,5,MEDIUM,4.780049612869278,0.0044343333333333335,0.021196333333333334,c
noarr,ChooseHints,2mm,1,MEDIUM,4.470857062504395,0.0047409999999999996,0.021196333333333334,c
noarr,ChooseHints,2mm,2,MEDIUM,4.589275404157044,0.004618666666666667,0.021196333333333334,c
noarr,ChooseHints,2mm,3,MEDIUM,4.797721442583371,0.004418,0.021196333333333334,c
noarr,ChooseHints,2mm,4,MEDIUM,4.640516675180617,0.004567666666666667,0.021196333333333334,c
