data_type,framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
DOUBLE,noarr,AllHints,5,26,1,26,23,0.8846153846153846,1.8803313328896087,1.7844482130161177,1.1883066728915046,2.685649613671208,23,1.7764354571218894,77.64354571218894,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,ChooseHints,1,26,5,130,108,0.8307692307692308,1.083854192617901,1.2388811011769918,1.0311545425030797,2.2341778776429035,108,1.398008399535591,39.8008399535591,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,2,26,10,260,228,0.8769230769230769,1.3228882118044392,1.3118931339295625,1.106346003099001,2.536849050309909,228,1.533768051608099,53.376805160809894,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,3,26,10,260,230,0.8846153846153846,1.4791653488550849,1.3543492504904757,1.1313090736196325,2.544994795293318,230,1.598097240792019,59.80972407920191,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,4,26,5,130,115,0.8846153846153846,1.602138886000183,1.3826567460602341,1.146938901322501,2.5810563311384103,115,1.6339813597810495,63.39813597810495,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,5,26,1,26,23,0.8846153846153846,1.6929549843328786,1.3826567460602341,1.1665459489643903,2.6210235701728886,23,1.658652675946616,65.8652675946616,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,FromPlan,1,26,5,130,98,0.7538461538461538,1.281971654120994,1.2468455907992348,1.023412156184461,1.640212665646899,98,1.3273491617222508,32.734916172225084,c,130,98,32,24,2,6,1,0
DOUBLE,noarr,FromPlan,2,26,10,260,222,0.8538461538461538,1.4270824949823344,1.3152912198944275,1.05825647452998,2.0026448426569337,222,1.4603465425239928,46.03465425239928,c,130,98,32,24,2,6,1,0
DOUBLE,noarr,FromPlan,3,26,10,260,228,0.8769230769230769,1.5334224342456961,1.3674682014302342,1.085060009316781,2.0996089034528724,228,1.5413627852626266,54.13627852626266,c,130,98,32,24,2,6,1,0
DOUBLE,noarr,FromPlan,4,26,5,130,115,0.8846153846153846,1.6147882371734017,1.538402923590354,1.085060009316781,2.3660107263518793,115,1.5963085392177168,59.630853921771674,c,130,98,32,24,2,6,1,0
DOUBLE,noarr,FromPlan,5,26,1,26,23,0.8846153846153846,1.6880863785646376,1.6084279654546316,1.1635955122263417,2.5112728069772565,23,1.63686482276072,63.68648227607201,c,130,98,32,24,2,6,1,0
DOUBLE,noarr,Naive,1,26,5,130,107,0.823076923076923,1.3707481871076619,1.238944240060918,1.0313860210358232,2.6086408872343156,107,1.454721890424782,45.472189042478206,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,2,26,10,260,229,0.8807692307692307,1.5211527405967673,1.3601766926107626,1.0588063705153823,2.6904496236979907,229,1.5853020072086226,58.530200720862254,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,3,26,10,260,230,0.8846153846153846,1.6789730743903457,1.486359839991665,1.1049442535508756,2.7094853042283313,230,1.66073677614432,66.07367761443199,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,4,26,5,130,115,0.8846153846153846,1.7657373032368264,1.6568221794154463,1.113567867659363,2.7142742605066252,115,1.705536493229866,70.5536493229866,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,5,26,1,26,23,0.8846153846153846,1.8095046160436663,1.8939227420131475,1.1762560538601405,2.7045578864477173,23,1.7409709617064277,74.09709617064277,c,130,107,23,15,0,8,0,0
