,correlation,covariance,gemver,gesummv,symm,syr2k,syrk,trmm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,nussinov,adi,fdtd-2d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,10.719572773866162,9.471975410817215,1.6860954936608,2.645694259957216,7.109286592412141,9.125211126787471,6.498426010322236,4.646951592289829,21.869184351960286,2.768236492938768,1.722418618837239,25.518433942726624,2.0341206109991687,1.0623262057021283,1.1497022588406662,,1.4563784135777331,1.448815547445285,1.0443375522512204,7.827526885020783,6.467220822344864,2.829651230092931,0.7609786061460851,0.08540801012103261,1.792092861859032,1.3571627347462492,2.8751202924338792,8.0
C: ChooseHints,7.332038813481294,7.261705845194141,1.5582356864554274,2.6729025758872758,4.86195133833319,8.816130207070847,5.680319582765249,5.195467184878337,15.377366033881835,2.5978092735179574,2.5093465383118136,26.224799886026823,2.231872837078692,1.0682503337117732,1.1732522679005082,2.7157362190687753,1.477623019893652,1.4785899504711675,0.9771080822471229,2.4244474054089653,6.3177146518876945,2.0287100982658566,0.7845665392503539,0.026264670297444167,1.2446225733162908,1.851128729014833,2.477986420018946,1.0
C: FromPlan,3.277759908926317,3.3225387461632296,1.8489290768241406,2.283329784664967,3.8775242409146315,9.05950287294358,1.9691179201291171,5.37644588219622,12.175362282517181,1.6154738668588875,2.658223719211935,4.159503308793051,2.3762158205153923,2.6603027005805457,1.1560735670948055,,3.2790543483316097,1.512190024737597,2.0801594852289456,1.4402697047048618,2.674864716396943,2.397467821589008,0.9868145939477754,0.02825798251553142,1.2968476313849104,1.903105026544906,2.138130988668084,7.0
C: Naive,3.083253913476129,3.351372107862591,1.8537126402812008,2.290020138800355,3.365219463897833,1.3798455880516742,4.9167851636478135,4.365804737862399,5.27515922246455,1.0830681125126342,2.5805224973899246,4.062277392059159,2.3663627653685255,1.0762821406752041,1.1524368171070947,3.2229449799797263,1.4942667341154539,1.307103968871384,1.041216581235,1.5432494394058718,1.9516739084899366,2.8385600258587256,1.3965076910333145,0.9891271114648839,1.0544979031468342,1.2746286448431932,2.013527152768662,3.0
Exo: AllHints,5.032145145174653,2.131327082982897,1.52347189185082,1.7166822794737617,3.714493328862774,7.897504231815171,4.970712421220521,2.280404671633945,11.885596819795529,0.7187889361006307,1.1461577539438286,11.437412006372051,1.2623321466875133,1.0237684314907047,1.1118567508284414,,0.9419213323290763,0.9327946462560283,0.9897087235137152,2.0365671459830903,2.81124074675631,2.047612787395133,0.4706382884442141,0.008339754651851092,0.9007528519081003,0.9977181260000428,1.5462756776389606,0.0
Exo: ChooseHints,6.129636591652084,7.093297195398936,1.486210805914004,1.6957729818426632,1.0809705390009332,8.837762034598247,4.9514058072317,1.8409803440293964,15.644941428643028,0.9751566067084896,2.0457762001460607,5.450658417193924,1.8753652768003728,1.0205677260983823,0.9505059660975613,,1.2441271889437058,1.2121904662833065,1.0006410068333849,2.0693860846798247,2.861830646366695,2.017409145087028,0.42901207877488434,0.008615213907174466,0.9000046781026725,0.8709271726307866,1.6126136610205852,0.0
Exo: FromPlan,2.8308189085015636,2.991562944227697,0.8231037912218528,2.0092376620494137,0.7013617015904051,2.5698037839018046,1.4411927041303914,1.7141000982357635,15.206650564587974,0.8478887197117373,1.0727397211767378,3.582380807887199,0.8919095631591667,1.0409038678202231,0.9741575700435012,,1.0311343508630986,0.019521013305691337,1.0026997938372315,1.1470198075912896,2.799533696637808,1.6205868570735336,0.5683939640251684,0.008876439650838612,,1.0898841266758525,1.0201445995629204,0.0
Exo: Naive,3.7572520950517814,10.793740499630562,1.1292990687334816,1.6206172961913028,3.137458198105317,8.089790777489549,5.007667401126976,3.4657096036073236,11.581471158159738,0.5815314766029588,2.02025752449773,3.222017523231729,1.7815339884231587,1.0375319515645824,1.1524245562418092,,1.3683764405086907,1.2728040121462518,0.9897648489498051,1.169572894904754,1.0119498521675911,2.028301407591551,0.7769082401510164,0.008347364866203055,0.6283830190677141,0.8389822052182654,1.5325644326257835,1.0
Halide: AllHints,0.4101570163076989,,,,,,1.1797048804235915,,,,0.21524280195516063,,0.5059622404446624,0.03270701091991264,,,,0.20919904968448902,,0.5596064242529049,1.4177845265360025,,0.0665055119654984,,,,0.2988685075139873,0.0
Halide: ChooseHints,,2.203739254287241,,,,,,,,,,,0.1240399968341913,0.7350929696984158,,,0.22947912167407125,0.14863708991445748,0.1603524965381311,0.45673875167357186,0.4526922277246663,0.9668555777055481,0.02699091926236435,0.0021477875953161475,,,0.19154791957764294,0.0
