,correlation,covariance,gemver,gesummv,symm,syr2k,syrk,trmm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,nussinov,adi,fdtd-2d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,52.66206956572691,82.88414211156694,8.785067417991549,5.231005132056578,46.62981533889021,27.21002929805923,22.33794937620278,44.06641886322365,119.92511051447863,8.410609037328092,13.174439733494854,238.5525766367656,6.650355512776726,1.0073702558930375,1.019876409505001,,1.9728014841013062,1.900614049085402,1.0192071818158095,19.721235120641918,19.080445383332172,7.330995692399689,3.3840876435736162,0.29277747551686617,3.4809190489284205,1.356643878690893,8.651705485794885,6.0
C: ChooseHints,20.14114738003894,20.370586088465704,6.170326045985676,5.240188087774295,39.36940892775657,25.068825460158255,46.80142799034843,87.12898413087433,120.80658064960156,7.6446428571428555,13.198422330097083,266.84676341263054,8.738087467362925,1.0075330064897468,1.0007084366470111,2.8998641849495037,1.8667223990414348,1.9746862246405306,1.01910080108551,4.672912942283078,18.20946381692849,7.753899051938207,3.3779149393360064,0.2578564868426307,3.7797454300716877,1.8703066763931284,7.552695998381895,7.0
C: FromPlan,4.981830908624936,3.3582656226754626,2.272646813827572,5.220549656464709,6.013580443801818,21.946664966433186,3.949372496484248,49.57268578878748,192.53618739448098,1.2500486665368893,11.334549244398124,5.641308037810489,2.877594615291604,2.827169733853964,1.0281732354263449,,3.617266326719097,1.9607314206768487,2.316292034873376,2.086210249288973,16.043100039916553,8.057232875109436,0.8831904281175907,0.28001821256667103,2.839857491547669,1.8945298855638983,4.203454352253642,5.0
C: Naive,3.4657218296790333,3.4344630046247877,2.2717991864065707,5.228387338921558,2.6571420008018594,2.0173067972833256,21.58745176329794,3.7372203488361397,8.504118964744581,1.033725048293625,2.398654609616233,5.234216912232792,2.9001936278824147,1.0085438215031757,1.0273374831547197,3.4018266665290526,1.6837931606737313,1.525305085129854,1.0159196732825222,2.3167878908320088,1.8763620133342989,7.398320439772582,1.7203693552305317,1.1743044189852698,3.1948847135037877,1.266987413463148,2.5738578903846436,1.0
Exo: AllHints,19.760254692469157,72.48111435886925,4.314816645250568,5.251052333982535,51.83650549341887,25.031839543170616,19.08411621293466,31.114600666695118,111.14983211081716,1.7221589004358029,2.2355722287887354,208.04303330152183,4.908628394637332,1.0081761406040954,0.9954401309926004,,1.6422533315604715,1.582217715770164,1.0135468299898789,4.027433210502074,18.5492234834201,7.94955236794078,3.5989973415524017,0.07791996235225979,3.3043016437516672,1.0000309568272476,5.86202780349243,1.0
Exo: ChooseHints,19.935559432951976,19.675080140704143,4.239458733267509,5.2319874804381845,21.432657588695097,24.667136660534727,19.715555747792834,3.3037427748233084,125.01136232397347,4.107788261634416,2.2155334861217217,201.92218159658754,5.644101293841736,1.006495532770349,0.9416135672973236,,1.7478025799053722,1.598832749250684,1.0291986191266767,5.166556611786951,18.333641375687357,6.328402882433639,3.29394961419294,0.07855457155369568,3.3954894655225427,0.8837868178848218,5.101622638247955,0.0
Exo: FromPlan,3.2864006030429405,3.277804264919137,1.0997149083214017,5.223486032122993,1.6285915035321636,27.735233059418753,2.245737485803305,3.3131098797638567,120.91014919593556,1.2126333679539232,2.1535643564356435,4.611617367235577,2.4415844970076948,1.006571437184356,0.8844751381215469,,1.0433362825437829,0.246058705084312,1.013178716891068,1.4984706479662557,18.471742557073796,13.958823594698945,0.46065802144941503,0.08611894616815698,,1.150926493527699,2.255984619014935,1.0
Exo: Naive,19.22993170180377,56.202050037300125,4.162846880066118,5.223812499999999,37.95967666400367,25.062298461570133,21.307229072707834,31.04199306045957,123.80529942716622,1.1272711313964716,2.3612875210334905,4.646979958011537,4.866913585857438,1.0081184426447336,0.9954813970359624,,2.073532711327307,1.4319442374964204,1.0063387358602387,1.6803264156971647,1.0859129047221505,7.09439547379405,3.537986735356739,0.07708422862054146,3.0985086596517157,0.8834900949767085,4.170373914641463,0.0
Halide: AllHints,0.7349095368446958,,,,,,19.920608012989952,,,,1.3518754467199106,,6.109707048520981,0.37256405425795386,,,,0.7815316707895962,,0.9951458009613363,1.37279276091332,,1.0221227905369583,,,,1.5415568230967565,0.0
Halide: ChooseHints,,15.471282818299438,,,,,,,,,,,1.6397795130914101,1.0023892021953982,,,0.8543548739546247,0.7071088399388497,0.874437453820836,0.6128709769106839,1.4020712128197033,0.8058685622537094,0.5798066623322349,0.0012695566028100497,,,0.6356688316013659,0.0
