,correlation,covariance,gemm,gemver,gesummv,symm,syr2k,syrk,trmm,2mm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,floyd-warshall,nussinov,adi,fdtd-2d,heat-3d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,46.47638891043107,73.41708352075959,83.97042659727374,9.134567652780571,2.4992489673300784,53.06993414698054,33.31895814959104,31.103816670153677,43.890446913870996,140.49591057208835,103.66645862493033,5.04256712508186,4.32556026650515,165.64441116758576,6.898593473468502,1.0233032015069017,0.5661166677284408,,2.015637306546606,1.732614168710861,1.0707742895169499,14.406466564792519,9.466382291845655,7.698565874271745,10.79617400881133,3.614872960573101,5.789083567621148,0.3606955023576351,3.8845333220245144,1.0004886178153631,8.959229111433146,8.0
C: ChooseHints,17.77537051726916,18.043849910524667,92.77107183260856,6.415802864681492,2.5036363636363634,44.80678132686156,30.697032230905798,65.16726363718938,86.78104895533365,102.52952052184155,104.42842487953554,4.583333333333333,4.333434466019417,185.29112374571164,9.064254242819846,1.023468526228061,0.5554768403725545,2.8460818648602486,1.9072549056744728,1.8001389252156401,1.0706625264201655,3.413587620215754,9.555542278090371,7.3471427900866875,11.41897320963779,3.608279295162418,5.050651499080596,0.31767360140558243,4.218008768805837,1.3793012086274694,7.859656903414203,9.0
C: FromPlan,4.396665621093364,2.974683231600369,38.83064375991936,2.3630605303345824,2.494253591505309,6.84412571271675,26.873914891074346,5.4991868780783655,49.37472547392786,7.468396250223693,166.4334068045078,0.7494646680942184,3.7214695153725894,3.917170635138177,2.985006650276087,2.8718853102243673,0.5707220997195522,,3.6958087342331942,1.787417620182305,2.4334855583891817,1.52398762144725,3.3929583919727975,6.473059721798795,11.86568534467693,0.9434215463367353,1.0197675712105976,0.34497636702658174,3.1691403622597476,1.397165178268273,3.8472499337237003,5.0
C: Naive,3.0586385407907026,3.0421773192764734,3.1175661889301947,2.3621791813758226,2.497998248467409,3.0241241569773485,2.4702127299202417,30.05880847490507,3.7222963780005167,5.297910420749348,7.351186861685184,0.6197681905988409,0.787549625055139,3.634497646489037,3.008449216687203,1.0244953286706804,0.5702581873409058,3.3387347011821933,1.7203536891640507,1.3904796733321216,1.067320448456156,1.692425808161102,1.564709869613101,0.7570733425465019,10.895321480482952,1.8376937359264776,2.4115894721331372,1.4467175850154574,3.565333164944685,0.9343693698809127,2.297814235168608,1.0
Exo: AllHints,17.43921744112508,64.2022935991782,45.2548191002096,4.486474910217126,2.5088270402714077,58.99572865455843,30.65174259866261,26.57311295688553,30.990349659377223,105.01624335022726,96.08087432442149,1.0325175997318137,0.7340048306696131,144.45941533979607,5.0918528704022,1.0241218323926626,0.5525524903102784,,1.6779118976594183,1.4423616586691554,1.0648275504113358,2.9420612620912023,4.003265424182405,7.484228802564739,11.707106954847138,3.844438899169201,2.673566954027405,0.09599570429630705,3.6874370419861124,0.7374961148493364,5.867595656152022,1.0
Exo: ChooseHints,17.593930906883443,17.427784919621296,45.232223522942334,4.408119000987358,2.4997183098591544,24.392756406182713,30.205160202500064,27.45234225406707,3.2905498249253395,101.82793024867169,108.06315011433543,2.462817847433232,0.7274255156608099,140.20926264472882,5.854778782049594,1.0224146434353854,0.5226742476227821,,1.7857529573689057,1.457508049087456,1.0812712467388725,3.7741969317585875,3.678710964903807,7.39724587190712,9.319680652308826,3.5185877695715275,2.6539573671683465,0.09677752907401099,3.78919813647087,0.65176916783958,5.183197227217584,0.0
Exo: FromPlan,2.9003803648822775,2.9034122010739467,60.061550591091724,1.1434653544331963,2.495656521467408,1.853518895939101,33.962075507277746,3.127010714874839,3.299879523882858,4.69913188864402,104.51795228857705,0.7270323859881032,0.7070792079207922,3.202181481733027,2.532721573097749,1.0224917483820595,0.49095764272559855,,1.0659904462343297,0.2243089800208931,1.0644408125145925,1.0946407340204243,3.8982425931350333,7.452966848061428,20.556810399289848,0.49207361073252576,,0.1060966746017457,,0.8487775419941088,2.3167281207896457,1.0
Exo: Naive,16.971186128159957,49.78263026565779,27.76078795947566,4.328459264439428,2.4958124999999995,43.20234867237831,30.689039854623587,29.668620680665693,30.918031999598337,102.45820113813768,107.02059723400401,0.6758535943122971,0.7752808988764045,3.2267363015091446,5.048580972073895,1.0240632218607455,0.5525753964141363,,2.1185557305072624,1.305371217204281,1.0572547604937,1.2274873342157542,3.9005228423050085,0.43814344281649487,10.447738784215916,3.7792675401875013,3.4546154570730905,0.0949660984577186,3.4577822603211343,0.6515503426217941,4.332561552541156,0.0
Halide: AllHints,0.6485871468790116,,,,,,,27.7378612136223,,,,,0.44386090307343307,,6.337764212568104,0.37845666700827807,,,,0.7124501930089027,,0.7269592711075853,,0.5538935433261309,,1.091828707484596,2.7775690227526737,,,,1.3248755025910166,0.0
Halide: ChooseHints,,13.704146944242398,,,,,,,,,,,,,1.7009875976113917,1.0182433655966647,,,0.8729056475529466,0.6446057764796101,0.9186798916328952,0.44770549021820616,1.6073291819326894,0.5657067943362406,1.1867824769480584,0.6193478558408797,3.2626045675387725,0.0015640662103995906,,,0.7364215600180126,0.0
Halide: FromPlan,,,54.11822164995269,,,254.0795259917605,64.0860655019957,57.1895690989147,,,,,0.3762942276786891,,1.8397658300694728,,0.09610517891518927,,0.7883234023848363,,0.9217963695183322,0.45851674073552945,1.6212251830657836,,1.5224048698518122,0.6094929063447031,3.27439677818854,0.2741526956941262,,,2.581701780013508,2.0
