,correlation,covariance,gemm,gemver,gesummv,symm,syr2k,syrk,trmm,2mm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,floyd-warshall,nussinov,adi,fdtd-2d,heat-3d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,0.5441176470588236,1.1555555555555554,0.15384615384615385,0.11428571428571427,0.7999999999999999,3.3076923076923075,0.6825396825396826,0.6774193548387096,4.800000000000001,1.1568627450980393,1.0941176470588236,0.4736842105263158,0.05660377358490565,0.2589928057553957,2.5000000000000004,1.0697674418604652,1.6666666666666665,,1.3142857142857143,1.036144578313253,1.0,1.05089058524173,1.3333333333333335,0.7879464285714287,0.29681429681429683,0.03676470588235295,0.10654936461388076,0.023076923076923068,0.31818181818181807,1.3545108005082593,0.557701636121234,3.0
C: ChooseHints,2.242424242424242,3.151515151515151,1.0666666666666669,0.7407407407407406,0.7499999999999998,4.777777777777778,0.4574468085106383,0.4117647058823529,4.800000000000001,0.6344086021505377,0.33214285714285713,0.4285714285714286,3.0000000000000004,1.8000000000000003,1.3636363636363638,1.0952380952380953,1.4285714285714286,1.7105263157894735,1.2432432432432434,0.8686868686868688,0.8333333333333333,0.5061274509803921,1.8653366583541147,0.3993212669683258,0.9973890339425587,0.03890041493775934,0.09503051438535308,0.00297029702970297,0.08838383838383837,1.7946127946127952,0.6959960459833372,3.0
C: FromPlan,2.0000000000000004,2.9714285714285715,1.142857142857143,2.222222222222222,2.0,4.300000000000001,2.047619047619048,1.4,4.800000000000001,3.9333333333333336,3.875000000000001,1.8000000000000003,3.0000000000000004,1.8947368421052633,2.5000000000000004,1.2432432432432434,1.6666666666666665,,2.9677419354838714,1.2835820895522387,1.25,1.3452768729641693,4.479041916167665,2.27741935483871,2.301204819277108,1.4150943396226414,1.0186915887850467,0.0028598665395614857,1.0294117647058822,1.8900709219858156,1.6413203906709801,11.0
C: Naive,2.1764705882352944,2.9714285714285715,1.3333333333333337,2.222222222222222,3.0000000000000004,3.909090909090909,1.9545454545454546,0.9545454545454546,4.800000000000001,4.538461538461538,4.428571428571429,1.5,3.0000000000000004,1.8947368421052633,2.5000000000000004,1.1219512195121952,1.4285714285714286,1.857142857142857,1.4153846153846157,1.2112676056338028,1.6666666666666665,1.454225352112676,2.77037037037037,1.9720670391061452,1.5916666666666666,1.4423076923076923,0.6687116564417177,1.0,1.0194174757281553,1.3095823095823098,1.8588040505442018,7.0
Exo: AllHints,0.22981366459627328,0.2896935933147632,0.14953271028037385,0.15748031496062992,0.13186813186813184,0.30935251798561153,0.4387755102040817,0.22105263157894733,0.2285714285714285,2.1851851851851856,0.3089700996677741,0.08737864077669903,0.9473684210526316,0.25,0.15306122448979595,0.9583333333333335,1.25,,0.5609756097560976,0.8514851485148515,1.0,0.3940839694656489,1.2487479131886479,0.08355029585798816,0.11743006455579467,0.015664160401002502,0.03567921440261865,0.0009927200529450694,0.03341820496499045,0.9981273408239701,0.22459177525273244,0.0
Exo: ChooseHints,0.4180790960451978,2.3636363636363638,0.12598425196850394,0.15999999999999998,0.13483146067415727,0.02921195652173914,0.46236559139784944,0.2079207920792079,1.2000000000000002,0.3831168831168832,0.3309608540925267,0.6923076923076922,1.6363636363636365,1.6363636363636365,1.1538461538461537,0.9583333333333335,1.111111111111111,,1.0697674418604652,0.7818181818181819,0.8333333333333333,0.3940839694656489,0.1553156146179402,1.2089041095890412,0.11530335043766979,0.012325390304026294,0.03654039557492457,0.0009917355371900824,0.03387096774193547,0.8514376996805112,0.28752248248384943,0.0
Exo: FromPlan,1.6444444444444446,2.311111111111111,0.44444444444444453,0.625,2.0,0.3524590163934426,0.364406779661017,0.6,0.25806451612903225,2.3600000000000008,2.384615384615385,0.5624999999999999,0.17307692307692304,1.6363636363636365,0.14150943396226415,1.0,1.25,,0.7360000000000001,0.0012610895226922796,1.0,1.0024271844660193,0.9155446756425948,1.2697841726618706,1.0,0.6048387096774194,,0.0010036801605888255,,0.9647058823529412,0.48957525008895186,0.0
Exo: Naive,1.3962264150943395,2.3636363636363638,0.22857142857142862,0.08032128514056222,1.0909090909090908,0.8775510204081634,0.6718750000000001,0.5833333333333333,1.5999999999999999,0.3089005235602095,2.447368421052632,0.08490566037735849,1.2857142857142856,1.4400000000000002,0.8333333333333334,1.0,1.111111111111111,,1.0574712643678161,0.9148936170212766,1.0,1.0248138957816377,1.272108843537415,1.0291545189504374,0.11646341463414633,0.5639097744360901,0.03538961038961039,0.0009749756256093597,0.031655110039192046,0.7397640527411521,0.4681218293960589,0.0
Halide: AllHints,0.06877323420074348,,,,,,,0.0374331550802139,,,,,0.019758507135016465,,0.04087193460490463,0.003653693407466242,,,,0.03147877013177159,,0.14980050779833154,,0.8802992518703242,,0.016603940668585348,0.04757747708424269,,,,0.04361502505059391,0.0
Halide: ChooseHints,,0.09506398537477147,,,,,,,,,,,,,0.01618122977346278,0.21495327102803738,,,0.03733766233766235,0.018855514141635606,0.019841269841269844,0.20670670670670668,0.01637836654258814,0.09740618101545255,0.9922077922077922,0.002239140170174653,0.11485774499473128,0.010204081632653057,,,0.04585767455263033,0.0
