framework,version,algorithm,repetition,dataset_size,speedup,optimized_time_s,baseline_time_s,baseline_framework
c,AllHints,2mm,1,MINI,0.4573643410852714,4.2999999999999995e-05,1.966666666666667e-05,c
c,AllHints,2mm,2,MINI,0.5267857142857144,3.733333333333333e-05,1.966666666666667e-05,c
c,AllHints,2mm,3,MINI,1.1568627450980393,1.7e-05,1.966666666666667e-05,c
c,AllHints,2mm,4,MINI,0.16434540389972147,0.00011966666666666667,1.966666666666667e-05,c
c,AllHints,2mm,5,MINI,0.15012722646310434,0.000131,1.966666666666667e-05,c
c,ChooseHints,2mm,1,MINI,0.6344086021505377,3.1e-05,1.966666666666667e-05,c
c,ChooseHints,2mm,2,MINI,0.19536423841059608,0.00010066666666666666,1.966666666666667e-05,c
c,ChooseHints,2mm,3,MINI,0.19865319865319872,9.899999999999998e-05,1.966666666666667e-05,c
c,ChooseHints,2mm,4,MINI,0.36645962732919257,5.366666666666667e-05,1.966666666666667e-05,c
c,ChooseHints,2mm,5,MINI,0.24894514767932494,7.9e-05,1.966666666666667e-05,c
c,FromPlan,2mm,1,MINI,3.4705882352941178,5.666666666666667e-06,1.966666666666667e-05,c
c,FromPlan,2mm,2,MINI,3.6874999999999996,5.3333333333333345e-06,1.966666666666667e-05,c
c,FromPlan,2mm,3,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
c,FromPlan,2mm,4,MINI,3.6874999999999996,5.3333333333333345e-06,1.966666666666667e-05,c
c,FromPlan,2mm,5,MINI,3.4705882352941178,5.666666666666667e-06,1.966666666666667e-05,c
c,Naive,2mm,1,MINI,2.107142857142857,9.333333333333334e-06,1.966666666666667e-05,c
c,Naive,2mm,2,MINI,3.6874999999999996,5.3333333333333345e-06,1.966666666666667e-05,c
c,Naive,2mm,3,MINI,4.214285714285714,4.666666666666667e-06,1.966666666666667e-05,c
c,Naive,2mm,4,MINI,1.4390243902439026,1.3666666666666667e-05,1.966666666666667e-05,c
c,Naive,2mm,5,MINI,4.538461538461538,4.333333333333334e-06,1.966666666666667e-05,c
c,standard,2mm,1,MINI,1.0,1.966666666666667e-05,1.966666666666667e-05,c
exo,AllHints,2mm,2,MINI,2.1851851851851856,9e-06,1.966666666666667e-05,c
exo,AllHints,2mm,3,MINI,0.3511904761904762,5.6000000000000006e-05,1.966666666666667e-05,c
exo,AllHints,2mm,4,MINI,0.34502923976608196,5.6999999999999996e-05,1.966666666666667e-05,c
exo,AllHints,2mm,5,MINI,0.25431034482758624,7.733333333333333e-05,1.966666666666667e-05,c
exo,ChooseHints,2mm,1,MINI,0.3831168831168832,5.133333333333333e-05,1.966666666666667e-05,c
exo,ChooseHints,2mm,2,MINI,0.2418032786885246,8.133333333333334e-05,1.966666666666667e-05,c
exo,ChooseHints,2mm,3,MINI,0.2964824120603015,6.633333333333334e-05,1.966666666666667e-05,c
exo,ChooseHints,2mm,4,MINI,0.29797979797979807,6.599999999999999e-05,1.966666666666667e-05,c
exo,ChooseHints,2mm,5,MINI,0.19407894736842107,0.00010133333333333333,1.966666666666667e-05,c
exo,FromPlan,2mm,1,MINI,2.3600000000000008,8.333333333333332e-06,1.966666666666667e-05,c
exo,FromPlan,2mm,3,MINI,2.1851851851851856,9e-06,1.966666666666667e-05,c
exo,Naive,2mm,1,MINI,0.2,9.833333333333334e-05,1.966666666666667e-05,c
exo,Naive,2mm,2,MINI,0.1921824104234528,0.00010233333333333333,1.966666666666667e-05,c
exo,Naive,2mm,5,MINI,0.3089005235602095,6.366666666666666e-05,1.966666666666667e-05,c
exo,standard,2mm,1,MINI,0.8939393939393939,2.2000000000000003e-05,1.966666666666667e-05,c
exo,standard,2mm,2,MINI,0.8676470588235294,2.2666666666666668e-05,1.966666666666667e-05,c
exo,standard,2mm,3,MINI,0.8805970149253731,2.2333333333333335e-05,1.966666666666667e-05,c
exo,standard,2mm,4,MINI,0.9218750000000002,2.133333333333333e-05,1.966666666666667e-05,c
exo,standard,2mm,5,MINI,0.8805970149253731,2.2333333333333335e-05,1.966666666666667e-05,c
halide,standard,2mm,1,MINI,0.5042735042735044,3.9e-05,1.966666666666667e-05,c
halide,standard,2mm,2,MINI,0.3831168831168832,5.133333333333333e-05,1.966666666666667e-05,c
halide,standard,2mm,3,MINI,0.47967479674796754,4.1e-05,1.966666666666667e-05,c
halide,standard,2mm,4,MINI,0.11434108527131785,0.00017199999999999998,1.966666666666667e-05,c
halide,standard,2mm,5,MINI,0.11346153846153846,0.00017333333333333336,1.966666666666667e-05,c
noarr,AllHints,2mm,1,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,AllHints,2mm,2,MINI,0.007655378227585313,0.002569,1.966666666666667e-05,c
noarr,AllHints,2mm,3,MINI,3.6874999999999996,5.3333333333333345e-06,1.966666666666667e-05,c
noarr,AllHints,2mm,4,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,AllHints,2mm,5,MINI,2.2692307692307696,8.666666666666666e-06,1.966666666666667e-05,c
noarr,ChooseHints,2mm,1,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,ChooseHints,2mm,2,MINI,3.277777777777778,6e-06,1.966666666666667e-05,c
noarr,ChooseHints,2mm,3,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,ChooseHints,2mm,4,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,ChooseHints,2mm,5,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,FromPlan,2mm,1,MINI,0.595959595959596,3.3e-05,1.966666666666667e-05,c
noarr,FromPlan,2mm,2,MINI,0.40689655172413797,4.8333333333333334e-05,1.966666666666667e-05,c
noarr,FromPlan,2mm,3,MINI,0.47967479674796754,4.1e-05,1.966666666666667e-05,c
noarr,FromPlan,2mm,4,MINI,1.685714285714286,1.1666666666666666e-05,1.966666666666667e-05,c
noarr,FromPlan,2mm,5,MINI,0.7564102564102566,2.6e-05,1.966666666666667e-05,c
noarr,Naive,2mm,1,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,Naive,2mm,2,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,Naive,2mm,3,MINI,1.9666666666666668,1e-05,1.966666666666667e-05,c
noarr,Naive,2mm,4,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,Naive,2mm,5,MINI,3.9333333333333336,5e-06,1.966666666666667e-05,c
noarr,standard,2mm,1,MINI,0.8194444444444445,2.4e-05,1.966666666666667e-05,c
noarr,standard,2mm,2,MINI,3.277777777777778,6e-06,1.966666666666667e-05,c
noarr,standard,2mm,3,MINI,0.6860465116279071,2.8666666666666668e-05,1.966666666666667e-05,c
noarr,standard,2mm,4,MINI,3.277777777777778,6e-06,1.966666666666667e-05,c
noarr,standard,2mm,5,MINI,0.8194444444444445,2.4e-05,1.966666666666667e-05,c
c,AllHints,3mm,1,MINI,1.0941176470588236,2.8333333333333332e-05,3.1e-05,c
c,AllHints,3mm,2,MINI,0.4325581395348837,7.166666666666667e-05,3.1e-05,c
c,AllHints,3mm,4,MINI,0.19578947368421054,0.00015833333333333332,3.1e-05,c
c,AllHints,3mm,5,MINI,0.17350746268656717,0.00017866666666666668,3.1e-05,c
c,ChooseHints,3mm,1,MINI,0.3120805369127517,9.933333333333333e-05,3.1e-05,c
c,ChooseHints,3mm,2,MINI,0.3321428571428572,9.333333333333333e-05,3.1e-05,c
c,ChooseHints,3mm,3,MINI,0.014894298526585522,0.0020813333333333335,3.1e-05,c
c,ChooseHints,3mm,4,MINI,0.3131313131313131,9.900000000000001e-05,3.1e-05,c
c,FromPlan,3mm,1,MINI,3.8750000000000004,8e-06,3.1e-05,c
c,FromPlan,3mm,2,MINI,0.3563218390804598,8.7e-05,3.1e-05,c
c,FromPlan,3mm,3,MINI,3.5769230769230766,8.666666666666668e-06,3.1e-05,c
c,FromPlan,3mm,4,MINI,3.7200000000000006,8.333333333333332e-06,3.1e-05,c
c,FromPlan,3mm,5,MINI,3.7200000000000006,8.333333333333332e-06,3.1e-05,c
c,Naive,3mm,1,MINI,4.428571428571429,7e-06,3.1e-05,c
c,Naive,3mm,2,MINI,4.2272727272727275,7.333333333333333e-06,3.1e-05,c
c,Naive,3mm,3,MINI,4.2272727272727275,7.333333333333333e-06,3.1e-05,c
c,Naive,3mm,4,MINI,3.72,8.333333333333334e-06,3.1e-05,c
c,Naive,3mm,5,MINI,3.5769230769230766,8.666666666666668e-06,3.1e-05,c
c,standard,3mm,1,MINI,1.0,3.1e-05,3.1e-05,c
exo,AllHints,3mm,3,MINI,0.28792569659442724,0.00010766666666666666,3.1e-05,c
exo,AllHints,3mm,4,MINI,0.3089700996677741,0.00010033333333333334,3.1e-05,c
exo,ChooseHints,3mm,1,MINI,0.2703488372093023,0.00011466666666666667,3.1e-05,c
exo,ChooseHints,3mm,2,MINI,0.26345609065155806,0.00011766666666666668,3.1e-05,c
exo,ChooseHints,3mm,3,MINI,0.29617834394904463,0.00010466666666666666,3.1e-05,c
exo,ChooseHints,3mm,4,MINI,0.33096085409252674,9.366666666666666e-05,3.1e-05,c
exo,FromPlan,3mm,3,MINI,2.3250000000000006,1.3333333333333332e-05,3.1e-05,c
exo,FromPlan,3mm,4,MINI,0.3163265306122449,9.8e-05,3.1e-05,c
