,correlation,covariance,gemver,gesummv,symm,syr2k,syrk,trmm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,nussinov,adi,fdtd-2d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,63.58666187175256,75.26888666529324,14.110931174089075,7.17,68.047377472055,37.43112721508237,21.934667274688845,36.99173235677487,111.3182599121033,7.595252225519288,13.096957040572796,285.1713081246806,6.481823599523242,1.0078293258820405,0.98285129255183,,1.822085295361312,1.6680691815645694,0.9952447854749811,18.369287817646423,80.90127135618356,18.11564390897077,14.839692132269102,0.12818529304696036,13.931993167484734,1.3568712848852256,10.738828165193386,5.0
C: ChooseHints,25.03144740053698,25.254379295362984,10.726508001641362,7.074762808349145,29.371151812058116,37.773296006398894,38.17358987263366,62.065087894692994,118.91473418440297,7.464566929133856,13.069663590354276,296.1423454497215,10.231890874882405,1.0067871632653314,0.96040016673614,4.055859261945057,1.8571668926670801,1.852351745051527,0.9980492034247317,5.178217593482187,82.85429157519705,17.494817115527507,15.07828842371738,0.11181233627054062,12.923895046560434,1.8726334739420514,9.367289124714896,9.0
C: FromPlan,4.953530810242677,3.89435549014786,1.8546596190003195,7.652709359605911,5.423879321767498,35.93152235939892,3.308244593406741,31.669401549530782,86.29817138231726,1.23211706941369,13.663554310613133,6.5924268868551374,2.388864484954975,3.7244668062614243,0.9853733641262509,,4.255877417736835,1.665304518694211,2.783857315598549,1.4992433818162398,40.717552283680426,11.69405359028759,0.856649653572684,0.12875948441356616,9.001336814928257,1.8970090280451273,4.403633644136621,5.0
C: Naive,3.983459261089178,3.8484890435436854,1.864514978601997,6.940431868950111,3.416442481963894,1.2889046437433536,19.687967335203503,4.890266137356876,6.293780113838224,1.0222861250898634,2.4071170084439086,6.46449959457894,2.388733322352166,1.0106232939800037,0.9831029185867896,4.937736182698164,1.5212203860520377,1.5054673102420533,1.0138720686997689,1.6511941962918029,1.9382999751384749,19.71957506916918,1.5021725643415507,1.090170278637771,10.017615887814179,1.2674852875105447,2.763541572624247,2.0
Exo: AllHints,23.78699893768526,32.762787748357084,5.3028704736788725,7.024114544084401,38.129218761292194,25.38378253858558,21.609476014113216,17.46248915871639,87.68741307891317,1.7389768326652626,2.227911697538696,141.81570421193064,6.156219046271402,1.0067424560809948,0.9521448053558145,,1.7603348760509994,1.7390050236485584,0.9969687127855364,4.289328757791261,43.526068124800304,17.274066126066383,12.193740762342447,0.032859359143347054,11.355287511553511,1.0001249927945401,6.385772473736888,0.0
Exo: ChooseHints,23.22156003188174,23.10280614434051,4.524534833405452,7.061363636363636,13.656641596801792,37.71798577568175,21.336636769844965,4.743828374116661,111.93023144834166,4.042963196967303,2.2211484948140656,144.0207096774194,6.576870748299321,1.0047220122162788,0.900633257759362,,1.778540291652103,1.7575467829312232,1.01588527302813,4.069709984716962,43.496382027651514,17.471585492926497,11.456775451546385,0.03538500188418541,11.376581360428334,0.88381927613309,6.0194110126403855,0.0
Exo: FromPlan,3.781902127816499,3.7606110643854063,0.7396440495727463,7.556546412646939,1.47883516892156,10.785415986949431,2.271338819369663,3.8129633657918642,109.60271028037384,1.1973616503718951,2.1935145398221247,5.727189462665737,1.9396344181899245,1.0050776388091132,0.847432690893041,,1.2897723432917187,0.11579599489263936,0.9975086655112652,1.0718988356811694,43.54063816750005,14.528011359522823,0.507079367070803,0.0372185815452912,,1.1474333991191759,2.1166771152251784,0.0
Exo: Naive,21.934773495315905,77.34599972782118,5.669775512417309,7.433014354066985,16.03520869917601,27.017714966797215,21.303216885950704,17.462079836857157,117.91873630019913,1.1565677104514032,1.8249501163950783,5.526162567612728,6.444378610576211,1.0074598467190534,0.954116282921981,,1.664654921662541,1.44970964054861,0.9947072801901059,1.203588011140628,1.004093399302582,17.26780380670248,12.3481354798462,0.03252210856865779,7.474949716444971,0.8815578128713506,4.41140921105622,1.0
Halide: AllHints,0.7540204585919674,,,,,,13.369516436285243,,,,1.4155220223125042,,3.3909586905689793,0.15237633907102513,,,,0.672129820146662,,0.9428822544799056,1.6238728484377152,,0.31338577937026235,,,,1.101031423597336,0.0
Halide: ChooseHints,,15.735644453741703,,,,,,,,,,,0.6191702839251406,1.0007931794971507,,,0.681203796605849,0.545348277953989,0.5497910447761194,0.6537459450909765,1.1298559412599338,0.9157487473992815,0.1738167371670287,0.001047014948117566,,,0.469642424348076,0.0
