,correlation,covariance,gemver,gesummv,symm,syr2k,syrk,trmm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,nussinov,adi,fdtd-2d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,62.33943062311231,80.30125280273455,13.589012697590045,7.009377344336085,83.52547877504193,38.23844892447188,22.009553784682694,38.72516035023352,123.39970380640283,8.982136602451837,13.083855565502834,288.5830854778224,6.546706586826347,1.007667415555971,0.9880790190735694,,1.83899972340286,1.6744469840232001,1.005856197809348,18.59501951514486,83.96547418390716,18.1872154413255,14.268088026921717,0.1275802491588615,14.26373870623214,1.356734109626434,11.005493720488202,11.0
C: ChooseHints,25.155529559182,25.70351019834578,11.39009556907037,6.944258639910814,29.117969922961425,38.01695532922876,38.13598917037324,65.45137102271475,115.99011748445066,7.513624377380604,13.278013325257419,288.5830854778224,10.477240057498802,1.007781333934394,0.9665167416291855,4.103553372666523,1.8734026091449967,1.8690108199388868,1.0066203603212502,5.280805557723831,83.83606974487213,17.69817152535822,14.874651264104507,0.11385676607831204,13.291766528675527,1.8725090136450842,9.450486946627832,5.0
C: FromPlan,4.9101581011052176,3.910152447427512,1.8693854270640238,7.686960098724803,5.462840017962668,36.33029372680199,3.308511816281403,31.56884830358374,86.43090244315131,1.2892262832436783,13.282035746743412,6.594269791411187,2.411602514613433,3.8055101020090802,0.9891739834626204,,4.260206398202383,1.6690638203706605,2.8398652786282916,1.5139710061899414,41.419853030966934,11.679007557714305,0.8427983054740249,0.12888113172882598,9.207822215928044,1.897144721730783,4.427044043375626,5.0
C: Naive,3.9865069268837563,3.90265858301366,1.8556919919317738,7.073050719152155,3.366546792019265,1.2879684065688604,19.70790110131718,4.882057708204852,6.3167918163606105,1.0303760848601737,2.373409841390137,6.459811671939813,2.402989175229408,1.0097657892895289,0.9886683138791854,4.949354934434566,1.5248379030205583,1.5102845286704945,1.0082617675834329,1.6447272134957664,1.923768492145569,16.019526153542223,1.4784636238946338,1.0784012298232128,9.375627554331125,1.267607703176141,2.732940319738342,1.0
Exo: AllHints,23.92787637812873,32.87040210519559,5.327644010972265,7.19284064665127,38.87147809229656,25.3806606099021,21.50761814394312,17.49995296552373,87.56858346066409,1.728032345013477,2.22671406805485,140.87576541884977,6.172477064220184,1.0064947200455434,0.9586913417052214,,1.7817583606221306,1.747931035727787,1.0110093743187267,4.176821776737811,43.52911379982599,17.45090760116324,11.808018762052649,0.032486627920439014,11.50422556853104,1.00012725950028,6.394182154436811,0.0
Exo: ChooseHints,23.140418653446982,23.445323408365727,4.9023090586145655,7.065028355387524,13.68959192765438,37.05222032171531,21.12922823070577,4.677779646180417,112.71191335047399,4.0454330336015145,2.197584080998446,141.82478551000955,6.458721016098066,1.005133762797467,0.903245893983031,,1.7821357219460536,1.7641287582888443,1.0117813897676449,4.090551252516824,43.75089485055474,17.613158570538076,11.196747621415836,0.0353877391446912,11.450800867606574,0.8838436256431027,6.025151227109427,0.0
Exo: FromPlan,3.786148097615887,3.7464241117247004,0.7474770511431666,7.802505219206681,1.4422064270819808,10.028840461649771,2.2959846128052757,3.8058396923139868,101.02184904297577,1.2047355069059478,2.1680265044751024,5.730239186534683,1.9296650928826722,1.0061833243411147,0.852859032779656,,1.296434523245254,0.1128478332759614,1.009029590948651,1.0810581050115213,43.65549887855244,13.852033453445436,0.5114657704429297,0.036592681463707255,,1.1475358412399546,2.1002393648049344,0.0
Exo: Naive,22.179030726739175,74.45912388595687,5.738045738045737,7.083775587566336,16.02761059309261,27.10328041459846,21.712693921143327,17.414665254708314,115.4339739432883,1.1519180666606774,2.3452259962556834,5.52250961409969,6.621044663133991,1.0079855984391841,0.9601191461194771,,1.6768895511377144,1.4637605253164723,1.0012954766274424,1.1969850846617953,1.008995984441724,17.48054279641654,12.138685100251449,0.03315413245111361,7.489673517642779,0.8816330934646422,4.456447997181728,0.0
Halide: AllHints,0.757106800404413,,,,,,13.782197869782783,,,,1.463613299505942,,3.2553223165103464,0.14720704714348953,,,,0.6720959948943349,,0.9722183900117265,1.616421720815272,,0.30814115033613976,,,,1.1012361367825447,0.0
Halide: ChooseHints,,15.723913590784331,,,,,,,,,,,0.6633196317250375,1.001571742774751,,,0.6824949624802678,0.5497691093548618,0.5596789765870142,0.6706464544729988,1.1456938960891812,0.9107369730889359,0.14814163944849465,0.0009982010325653302,,,0.4663698083194332,0.0
